INICIO EJECUCION: Algoritmo AGEcruceOX
 - Nombre del fichero: 
 - Semilla utilizada: 76637736
Coste Final AGEcruceOX: 6.1924813E8
Solucion AGEcruceOX:
 - AGEcruceOX[0] = 14
 - AGEcruceOX[1] = 51
 - AGEcruceOX[2] = 52
 - AGEcruceOX[3] = 117
 - AGEcruceOX[4] = 124
 - AGEcruceOX[5] = 88
 - AGEcruceOX[6] = 106
 - AGEcruceOX[7] = 47
 - AGEcruceOX[8] = 39
 - AGEcruceOX[9] = 78
 - AGEcruceOX[10] = 4
 - AGEcruceOX[11] = 132
 - AGEcruceOX[12] = 6
 - AGEcruceOX[13] = 3
 - AGEcruceOX[14] = 119
 - AGEcruceOX[15] = 97
 - AGEcruceOX[16] = 99
 - AGEcruceOX[17] = 81
 - AGEcruceOX[18] = 29
 - AGEcruceOX[19] = 2
 - AGEcruceOX[20] = 125
 - AGEcruceOX[21] = 46
 - AGEcruceOX[22] = 115
 - AGEcruceOX[23] = 35
 - AGEcruceOX[24] = 86
 - AGEcruceOX[25] = 61
 - AGEcruceOX[26] = 139
 - AGEcruceOX[27] = 63
 - AGEcruceOX[28] = 0
 - AGEcruceOX[29] = 22
 - AGEcruceOX[30] = 135
 - AGEcruceOX[31] = 70
 - AGEcruceOX[32] = 25
 - AGEcruceOX[33] = 13
 - AGEcruceOX[34] = 60
 - AGEcruceOX[35] = 107
 - AGEcruceOX[36] = 123
 - AGEcruceOX[37] = 96
 - AGEcruceOX[38] = 58
 - AGEcruceOX[39] = 41
 - AGEcruceOX[40] = 44
 - AGEcruceOX[41] = 101
 - AGEcruceOX[42] = 110
 - AGEcruceOX[43] = 27
 - AGEcruceOX[44] = 105
 - AGEcruceOX[45] = 108
 - AGEcruceOX[46] = 109
 - AGEcruceOX[47] = 92
 - AGEcruceOX[48] = 80
 - AGEcruceOX[49] = 43
 - AGEcruceOX[50] = 131
 - AGEcruceOX[51] = 147
 - AGEcruceOX[52] = 74
 - AGEcruceOX[53] = 72
 - AGEcruceOX[54] = 90
 - AGEcruceOX[55] = 82
 - AGEcruceOX[56] = 54
 - AGEcruceOX[57] = 49
 - AGEcruceOX[58] = 102
 - AGEcruceOX[59] = 129
 - AGEcruceOX[60] = 17
 - AGEcruceOX[61] = 121
 - AGEcruceOX[62] = 140
 - AGEcruceOX[63] = 45
 - AGEcruceOX[64] = 75
 - AGEcruceOX[65] = 28
 - AGEcruceOX[66] = 137
 - AGEcruceOX[67] = 112
 - AGEcruceOX[68] = 1
 - AGEcruceOX[69] = 50
 - AGEcruceOX[70] = 83
 - AGEcruceOX[71] = 95
 - AGEcruceOX[72] = 19
 - AGEcruceOX[73] = 9
 - AGEcruceOX[74] = 67
 - AGEcruceOX[75] = 146
 - AGEcruceOX[76] = 66
 - AGEcruceOX[77] = 89
 - AGEcruceOX[78] = 142
 - AGEcruceOX[79] = 20
 - AGEcruceOX[80] = 68
 - AGEcruceOX[81] = 65
 - AGEcruceOX[82] = 148
 - AGEcruceOX[83] = 138
 - AGEcruceOX[84] = 118
 - AGEcruceOX[85] = 7
 - AGEcruceOX[86] = 98
 - AGEcruceOX[87] = 145
 - AGEcruceOX[88] = 113
 - AGEcruceOX[89] = 55
 - AGEcruceOX[90] = 128
 - AGEcruceOX[91] = 30
 - AGEcruceOX[92] = 120
 - AGEcruceOX[93] = 71
 - AGEcruceOX[94] = 127
 - AGEcruceOX[95] = 62
 - AGEcruceOX[96] = 42
 - AGEcruceOX[97] = 32
 - AGEcruceOX[98] = 15
 - AGEcruceOX[99] = 8
 - AGEcruceOX[100] = 5
 - AGEcruceOX[101] = 33
 - AGEcruceOX[102] = 91
 - AGEcruceOX[103] = 57
 - AGEcruceOX[104] = 143
 - AGEcruceOX[105] = 12
 - AGEcruceOX[106] = 24
 - AGEcruceOX[107] = 111
 - AGEcruceOX[108] = 116
 - AGEcruceOX[109] = 18
 - AGEcruceOX[110] = 103
 - AGEcruceOX[111] = 59
 - AGEcruceOX[112] = 94
 - AGEcruceOX[113] = 144
 - AGEcruceOX[114] = 26
 - AGEcruceOX[115] = 133
 - AGEcruceOX[116] = 23
 - AGEcruceOX[117] = 34
 - AGEcruceOX[118] = 122
 - AGEcruceOX[119] = 48
 - AGEcruceOX[120] = 53
 - AGEcruceOX[121] = 93
 - AGEcruceOX[122] = 149
 - AGEcruceOX[123] = 136
 - AGEcruceOX[124] = 114
 - AGEcruceOX[125] = 85
 - AGEcruceOX[126] = 31
 - AGEcruceOX[127] = 79
 - AGEcruceOX[128] = 37
 - AGEcruceOX[129] = 141
 - AGEcruceOX[130] = 21
 - AGEcruceOX[131] = 40
 - AGEcruceOX[132] = 77
 - AGEcruceOX[133] = 87
 - AGEcruceOX[134] = 16
 - AGEcruceOX[135] = 73
 - AGEcruceOX[136] = 64
 - AGEcruceOX[137] = 10
 - AGEcruceOX[138] = 126
 - AGEcruceOX[139] = 76
 - AGEcruceOX[140] = 38
 - AGEcruceOX[141] = 36
 - AGEcruceOX[142] = 104
 - AGEcruceOX[143] = 130
 - AGEcruceOX[144] = 69
 - AGEcruceOX[145] = 56
 - AGEcruceOX[146] = 100
 - AGEcruceOX[147] = 134
 - AGEcruceOX[148] = 11
 - AGEcruceOX[149] = 84
Tiempo de Ejecucion: 9537 ms

