INICIO EJECUCION: Algoritmo AGEcruceOX
 - Nombre del fichero: 
 - Semilla utilizada: 67663773
Coste Final AGEcruceOX: 6.1879622E8
Solucion AGEcruceOX:
 - AGEcruceOX[0] = 52
 - AGEcruceOX[1] = 29
 - AGEcruceOX[2] = 22
 - AGEcruceOX[3] = 110
 - AGEcruceOX[4] = 140
 - AGEcruceOX[5] = 68
 - AGEcruceOX[6] = 2
 - AGEcruceOX[7] = 72
 - AGEcruceOX[8] = 17
 - AGEcruceOX[9] = 112
 - AGEcruceOX[10] = 51
 - AGEcruceOX[11] = 33
 - AGEcruceOX[12] = 131
 - AGEcruceOX[13] = 60
 - AGEcruceOX[14] = 63
 - AGEcruceOX[15] = 102
 - AGEcruceOX[16] = 44
 - AGEcruceOX[17] = 120
 - AGEcruceOX[18] = 122
 - AGEcruceOX[19] = 73
 - AGEcruceOX[20] = 88
 - AGEcruceOX[21] = 118
 - AGEcruceOX[22] = 37
 - AGEcruceOX[23] = 32
 - AGEcruceOX[24] = 139
 - AGEcruceOX[25] = 93
 - AGEcruceOX[26] = 103
 - AGEcruceOX[27] = 130
 - AGEcruceOX[28] = 134
 - AGEcruceOX[29] = 109
 - AGEcruceOX[30] = 132
 - AGEcruceOX[31] = 115
 - AGEcruceOX[32] = 16
 - AGEcruceOX[33] = 21
 - AGEcruceOX[34] = 107
 - AGEcruceOX[35] = 46
 - AGEcruceOX[36] = 119
 - AGEcruceOX[37] = 39
 - AGEcruceOX[38] = 87
 - AGEcruceOX[39] = 11
 - AGEcruceOX[40] = 25
 - AGEcruceOX[41] = 40
 - AGEcruceOX[42] = 19
 - AGEcruceOX[43] = 101
 - AGEcruceOX[44] = 100
 - AGEcruceOX[45] = 34
 - AGEcruceOX[46] = 96
 - AGEcruceOX[47] = 9
 - AGEcruceOX[48] = 3
 - AGEcruceOX[49] = 59
 - AGEcruceOX[50] = 76
 - AGEcruceOX[51] = 67
 - AGEcruceOX[52] = 94
 - AGEcruceOX[53] = 12
 - AGEcruceOX[54] = 20
 - AGEcruceOX[55] = 62
 - AGEcruceOX[56] = 54
 - AGEcruceOX[57] = 49
 - AGEcruceOX[58] = 36
 - AGEcruceOX[59] = 129
 - AGEcruceOX[60] = 144
 - AGEcruceOX[61] = 108
 - AGEcruceOX[62] = 64
 - AGEcruceOX[63] = 57
 - AGEcruceOX[64] = 31
 - AGEcruceOX[65] = 125
 - AGEcruceOX[66] = 95
 - AGEcruceOX[67] = 128
 - AGEcruceOX[68] = 79
 - AGEcruceOX[69] = 5
 - AGEcruceOX[70] = 10
 - AGEcruceOX[71] = 81
 - AGEcruceOX[72] = 145
 - AGEcruceOX[73] = 8
 - AGEcruceOX[74] = 147
 - AGEcruceOX[75] = 28
 - AGEcruceOX[76] = 41
 - AGEcruceOX[77] = 50
 - AGEcruceOX[78] = 82
 - AGEcruceOX[79] = 27
 - AGEcruceOX[80] = 66
 - AGEcruceOX[81] = 142
 - AGEcruceOX[82] = 123
 - AGEcruceOX[83] = 146
 - AGEcruceOX[84] = 56
 - AGEcruceOX[85] = 75
 - AGEcruceOX[86] = 149
 - AGEcruceOX[87] = 26
 - AGEcruceOX[88] = 53
 - AGEcruceOX[89] = 35
 - AGEcruceOX[90] = 61
 - AGEcruceOX[91] = 114
 - AGEcruceOX[92] = 84
 - AGEcruceOX[93] = 116
 - AGEcruceOX[94] = 127
 - AGEcruceOX[95] = 117
 - AGEcruceOX[96] = 91
 - AGEcruceOX[97] = 83
 - AGEcruceOX[98] = 70
 - AGEcruceOX[99] = 77
 - AGEcruceOX[100] = 138
 - AGEcruceOX[101] = 71
 - AGEcruceOX[102] = 98
 - AGEcruceOX[103] = 136
 - AGEcruceOX[104] = 104
 - AGEcruceOX[105] = 121
 - AGEcruceOX[106] = 24
 - AGEcruceOX[107] = 126
 - AGEcruceOX[108] = 148
 - AGEcruceOX[109] = 47
 - AGEcruceOX[110] = 111
 - AGEcruceOX[111] = 55
 - AGEcruceOX[112] = 30
 - AGEcruceOX[113] = 124
 - AGEcruceOX[114] = 58
 - AGEcruceOX[115] = 137
 - AGEcruceOX[116] = 90
 - AGEcruceOX[117] = 13
 - AGEcruceOX[118] = 78
 - AGEcruceOX[119] = 80
 - AGEcruceOX[120] = 97
 - AGEcruceOX[121] = 74
 - AGEcruceOX[122] = 105
 - AGEcruceOX[123] = 65
 - AGEcruceOX[124] = 15
 - AGEcruceOX[125] = 0
 - AGEcruceOX[126] = 23
 - AGEcruceOX[127] = 143
 - AGEcruceOX[128] = 14
 - AGEcruceOX[129] = 45
 - AGEcruceOX[130] = 135
 - AGEcruceOX[131] = 99
 - AGEcruceOX[132] = 6
 - AGEcruceOX[133] = 106
 - AGEcruceOX[134] = 85
 - AGEcruceOX[135] = 69
 - AGEcruceOX[136] = 7
 - AGEcruceOX[137] = 133
 - AGEcruceOX[138] = 38
 - AGEcruceOX[139] = 113
 - AGEcruceOX[140] = 92
 - AGEcruceOX[141] = 18
 - AGEcruceOX[142] = 141
 - AGEcruceOX[143] = 4
 - AGEcruceOX[144] = 86
 - AGEcruceOX[145] = 48
 - AGEcruceOX[146] = 43
 - AGEcruceOX[147] = 89
 - AGEcruceOX[148] = 42
 - AGEcruceOX[149] = 1
Tiempo de Ejecucion: 9546 ms

