INICIO EJECUCION: Algoritmo AGEcruceOX
 - Nombre del fichero: 
 - Semilla utilizada: 77367663
Coste Final AGEcruceOX: 4.9215824E7
Solucion AGEcruceOX:
 - AGEcruceOX[0] = 0
 - AGEcruceOX[1] = 43
 - AGEcruceOX[2] = 14
 - AGEcruceOX[3] = 15
 - AGEcruceOX[4] = 46
 - AGEcruceOX[5] = 63
 - AGEcruceOX[6] = 214
 - AGEcruceOX[7] = 238
 - AGEcruceOX[8] = 106
 - AGEcruceOX[9] = 201
 - AGEcruceOX[10] = 190
 - AGEcruceOX[11] = 155
 - AGEcruceOX[12] = 129
 - AGEcruceOX[13] = 183
 - AGEcruceOX[14] = 243
 - AGEcruceOX[15] = 115
 - AGEcruceOX[16] = 109
 - AGEcruceOX[17] = 177
 - AGEcruceOX[18] = 107
 - AGEcruceOX[19] = 146
 - AGEcruceOX[20] = 231
 - AGEcruceOX[21] = 189
 - AGEcruceOX[22] = 134
 - AGEcruceOX[23] = 48
 - AGEcruceOX[24] = 21
 - AGEcruceOX[25] = 34
 - AGEcruceOX[26] = 255
 - AGEcruceOX[27] = 37
 - AGEcruceOX[28] = 3
 - AGEcruceOX[29] = 18
 - AGEcruceOX[30] = 84
 - AGEcruceOX[31] = 61
 - AGEcruceOX[32] = 175
 - AGEcruceOX[33] = 200
 - AGEcruceOX[34] = 23
 - AGEcruceOX[35] = 83
 - AGEcruceOX[36] = 236
 - AGEcruceOX[37] = 142
 - AGEcruceOX[38] = 234
 - AGEcruceOX[39] = 237
 - AGEcruceOX[40] = 79
 - AGEcruceOX[41] = 25
 - AGEcruceOX[42] = 41
 - AGEcruceOX[43] = 179
 - AGEcruceOX[44] = 17
 - AGEcruceOX[45] = 105
 - AGEcruceOX[46] = 224
 - AGEcruceOX[47] = 94
 - AGEcruceOX[48] = 26
 - AGEcruceOX[49] = 253
 - AGEcruceOX[50] = 137
 - AGEcruceOX[51] = 152
 - AGEcruceOX[52] = 103
 - AGEcruceOX[53] = 198
 - AGEcruceOX[54] = 144
 - AGEcruceOX[55] = 226
