INICIO EJECUCION: Algoritmo AGEcruceOX
 - Nombre del fichero: 
 - Semilla utilizada: 77367663
Coste Final AGEcruceOX: 1.56104461E9
Solucion AGEcruceOX:
 - AGEcruceOX[0] = 20
 - AGEcruceOX[1] = 60
 - AGEcruceOX[2] = 9
 - AGEcruceOX[3] = 92
 - AGEcruceOX[4] = 26
 - AGEcruceOX[5] = 1
 - AGEcruceOX[6] = 66
 - AGEcruceOX[7] = 57
 - AGEcruceOX[8] = 19
 - AGEcruceOX[9] = 87
 - AGEcruceOX[10] = 28
 - AGEcruceOX[11] = 27
 - AGEcruceOX[12] = 97
 - AGEcruceOX[13] = 13
 - AGEcruceOX[14] = 61
 - AGEcruceOX[15] = 55
 - AGEcruceOX[16] = 64
 - AGEcruceOX[17] = 84
 - AGEcruceOX[18] = 90
 - AGEcruceOX[19] = 40
 - AGEcruceOX[20] = 24
 - AGEcruceOX[21] = 7
 - AGEcruceOX[22] = 70
 - AGEcruceOX[23] = 8
 - AGEcruceOX[24] = 32
 - AGEcruceOX[25] = 94
 - AGEcruceOX[26] = 93
 - AGEcruceOX[27] = 48
 - AGEcruceOX[28] = 39
 - AGEcruceOX[29] = 5
 - AGEcruceOX[30] = 46
 - AGEcruceOX[31] = 96
 - AGEcruceOX[32] = 78
 - AGEcruceOX[33] = 43
 - AGEcruceOX[34] = 89
 - AGEcruceOX[35] = 68
 - AGEcruceOX[36] = 79
 - AGEcruceOX[37] = 54
 - AGEcruceOX[38] = 62
 - AGEcruceOX[39] = 6
 - AGEcruceOX[40] = 91
 - AGEcruceOX[41] = 82
 - AGEcruceOX[42] = 38
 - AGEcruceOX[43] = 50
 - AGEcruceOX[44] = 95
 - AGEcruceOX[45] = 18
 - AGEcruceOX[46] = 23
 - AGEcruceOX[47] = 53
 - AGEcruceOX[48] = 67
 - AGEcruceOX[49] = 98
 - AGEcruceOX[50] = 41
 - AGEcruceOX[51] = 12
 - AGEcruceOX[52] = 0
 - AGEcruceOX[53] = 81
 - AGEcruceOX[54] = 11
 - AGEcruceOX[55] = 73
 - AGEcruceOX[56] = 34
 - AGEcruceOX[57] = 52
 - AGEcruceOX[58] = 42
 - AGEcruceOX[59] = 51
 - AGEcruceOX[60] = 56
 - AGEcruceOX[61] = 22
 - AGEcruceOX[62] = 49
 - AGEcruceOX[63] = 77
 - AGEcruceOX[64] = 16
 - AGEcruceOX[65] = 59
 - AGEcruceOX[66] = 69
 - AGEcruceOX[67] = 85
 - AGEcruceOX[68] = 76
 - AGEcruceOX[69] = 37
 - AGEcruceOX[70] = 71
 - AGEcruceOX[71] = 99
 - AGEcruceOX[72] = 33
 - AGEcruceOX[73] = 17
 - AGEcruceOX[74] = 74
 - AGEcruceOX[75] = 86
 - AGEcruceOX[76] = 4
 - AGEcruceOX[77] = 10
 - AGEcruceOX[78] = 80
 - AGEcruceOX[79] = 21
 - AGEcruceOX[80] = 3
 - AGEcruceOX[81] = 15
 - AGEcruceOX[82] = 31
 - AGEcruceOX[83] = 75
 - AGEcruceOX[84] = 88
 - AGEcruceOX[85] = 35
 - AGEcruceOX[86] = 63
 - AGEcruceOX[87] = 36
 - AGEcruceOX[88] = 29
 - AGEcruceOX[89] = 44
 - AGEcruceOX[90] = 72
 - AGEcruceOX[91] = 14
 - AGEcruceOX[92] = 30
 - AGEcruceOX[93] = 65
 - AGEcruceOX[94] = 25
 - AGEcruceOX[95] = 83
 - AGEcruceOX[96] = 2
 - AGEcruceOX[97] = 58
 - AGEcruceOX[98] = 45
 - AGEcruceOX[99] = 47
Tiempo de Ejecucion: 4429 ms

