INICIO EJECUCION: Algoritmo AGEcruceOX
 - Nombre del fichero: 
 - Semilla utilizada: 36766377
Coste Final AGEcruceOX: 1.59888819E9
Solucion AGEcruceOX:
 - AGEcruceOX[0] = 16
 - AGEcruceOX[1] = 37
 - AGEcruceOX[2] = 42
 - AGEcruceOX[3] = 67
 - AGEcruceOX[4] = 69
 - AGEcruceOX[5] = 97
 - AGEcruceOX[6] = 76
 - AGEcruceOX[7] = 78
 - AGEcruceOX[8] = 91
 - AGEcruceOX[9] = 39
 - AGEcruceOX[10] = 58
 - AGEcruceOX[11] = 19
 - AGEcruceOX[12] = 53
 - AGEcruceOX[13] = 71
 - AGEcruceOX[14] = 94
 - AGEcruceOX[15] = 51
 - AGEcruceOX[16] = 84
 - AGEcruceOX[17] = 98
 - AGEcruceOX[18] = 25
 - AGEcruceOX[19] = 35
 - AGEcruceOX[20] = 55
 - AGEcruceOX[21] = 22
 - AGEcruceOX[22] = 81
 - AGEcruceOX[23] = 41
 - AGEcruceOX[24] = 75
 - AGEcruceOX[25] = 17
 - AGEcruceOX[26] = 52
 - AGEcruceOX[27] = 13
 - AGEcruceOX[28] = 8
 - AGEcruceOX[29] = 66
 - AGEcruceOX[30] = 9
 - AGEcruceOX[31] = 36
 - AGEcruceOX[32] = 89
 - AGEcruceOX[33] = 80
 - AGEcruceOX[34] = 28
 - AGEcruceOX[35] = 60
 - AGEcruceOX[36] = 99
 - AGEcruceOX[37] = 77
 - AGEcruceOX[38] = 6
 - AGEcruceOX[39] = 72
 - AGEcruceOX[40] = 3
 - AGEcruceOX[41] = 92
 - AGEcruceOX[42] = 44
 - AGEcruceOX[43] = 90
 - AGEcruceOX[44] = 12
 - AGEcruceOX[45] = 45
 - AGEcruceOX[46] = 74
 - AGEcruceOX[47] = 11
 - AGEcruceOX[48] = 95
 - AGEcruceOX[49] = 2
 - AGEcruceOX[50] = 0
 - AGEcruceOX[51] = 24
 - AGEcruceOX[52] = 83
 - AGEcruceOX[53] = 30
 - AGEcruceOX[54] = 64
 - AGEcruceOX[55] = 70
 - AGEcruceOX[56] = 23
 - AGEcruceOX[57] = 29
 - AGEcruceOX[58] = 86
 - AGEcruceOX[59] = 14
 - AGEcruceOX[60] = 49
 - AGEcruceOX[61] = 56
 - AGEcruceOX[62] = 68
 - AGEcruceOX[63] = 61
 - AGEcruceOX[64] = 87
 - AGEcruceOX[65] = 62
 - AGEcruceOX[66] = 73
 - AGEcruceOX[67] = 7
 - AGEcruceOX[68] = 82
 - AGEcruceOX[69] = 18
 - AGEcruceOX[70] = 43
 - AGEcruceOX[71] = 96
 - AGEcruceOX[72] = 48
 - AGEcruceOX[73] = 79
 - AGEcruceOX[74] = 10
 - AGEcruceOX[75] = 20
 - AGEcruceOX[76] = 57
 - AGEcruceOX[77] = 88
 - AGEcruceOX[78] = 5
 - AGEcruceOX[79] = 85
 - AGEcruceOX[80] = 15
 - AGEcruceOX[81] = 26
 - AGEcruceOX[82] = 38
 - AGEcruceOX[83] = 46
 - AGEcruceOX[84] = 54
 - AGEcruceOX[85] = 1
 - AGEcruceOX[86] = 4
 - AGEcruceOX[87] = 27
 - AGEcruceOX[88] = 65
 - AGEcruceOX[89] = 47
 - AGEcruceOX[90] = 40
 - AGEcruceOX[91] = 59
 - AGEcruceOX[92] = 21
 - AGEcruceOX[93] = 34
 - AGEcruceOX[94] = 93
 - AGEcruceOX[95] = 32
 - AGEcruceOX[96] = 31
 - AGEcruceOX[97] = 50
 - AGEcruceOX[98] = 33
 - AGEcruceOX[99] = 63
Tiempo de Ejecucion: 4429 ms

