INICIO EJECUCION: Algoritmo AGEcrucePMX
 - Nombre del fichero: 
 - Semilla utilizada: 67663773
Coste Final AGEcrucePMX: 4.9311448E7
Solucion AGEcrucePMX:
 - solucionPMX[0] = 215
 - solucionPMX[1] = 189
 - solucionPMX[2] = 101
 - solucionPMX[3] = 121
 - solucionPMX[4] = 79
 - solucionPMX[5] = 86
 - solucionPMX[6] = 191
 - solucionPMX[7] = 134
 - solucionPMX[8] = 94
 - solucionPMX[9] = 44
 - solucionPMX[10] = 188
 - solucionPMX[11] = 9
 - solucionPMX[12] = 151
 - solucionPMX[13] = 62
 - solucionPMX[14] = 88
 - solucionPMX[15] = 13
 - solucionPMX[16] = 50
 - solucionPMX[17] = 254
 - solucionPMX[18] = 25
 - solucionPMX[19] = 242
 - solucionPMX[20] = 225
 - solucionPMX[21] = 160
 - solucionPMX[22] = 150
 - solucionPMX[23] = 203
 - solucionPMX[24] = 38
 - solucionPMX[25] = 119
 - solucionPMX[26] = 74
 - solucionPMX[27] = 208
 - solucionPMX[28] = 8
 - solucionPMX[29] = 235
 - solucionPMX[30] = 69
 - solucionPMX[31] = 233
 - solucionPMX[32] = 49
 - solucionPMX[33] = 214
 - solucionPMX[34] = 37
 - solucionPMX[35] = 170
 - solucionPMX[36] = 180
 - solucionPMX[37] = 246
 - solucionPMX[38] = 197
 - solucionPMX[39] = 22
 - solucionPMX[40] = 122
 - solucionPMX[41] = 192
 - solucionPMX[42] = 127
 - solucionPMX[43] = 29
 - solucionPMX[44] = 51
 - solucionPMX[45] = 220
 - solucionPMX[46] = 179
 - solucionPMX[47] = 226
 - solucionPMX[48] = 228
 - solucionPMX[49] = 247
 - solucionPMX[50] = 131
 - solucionPMX[51] = 43
 - solucionPMX[52] = 248
 - solucionPMX[53] = 39
 - solucionPMX[54] = 172
 - solucionPMX[55] = 167
 - solucionPMX[56] = 149
 - solucionPMX[57] = 105
 - solucionPMX[58] = 211
 - solucionPMX[59] = 70
 - solucionPMX[60] = 96
 - solucionPMX[61] = 130
 - solucionPMX[62] = 126
 - solucionPMX[63] = 146
 - solucionPMX[64] = 102
 - solucionPMX[65] = 123
 - solucionPMX[66] = 0
 - solucionPMX[67] = 201
 - solucionPMX[68] = 147
 - solucionPMX[69] = 239
 - solucionPMX[70] = 200
 - solucionPMX[71] = 234
 - solucionPMX[72] = 20
 - solucionPMX[73] = 155
 - solucionPMX[74] = 182
 - solucionPMX[75] = 143
 - solucionPMX[76] = 133
 - solucionPMX[77] = 195
 - solucionPMX[78] = 71
 - solucionPMX[79] = 186
 - solucionPMX[80] = 250
 - solucionPMX[81] = 23
 - solucionPMX[82] = 142
 - solucionPMX[83] = 243
 - solucionPMX[84] = 75
 - solucionPMX[85] = 73
 - solucionPMX[86] = 2
 - solucionPMX[87] = 3
 - solucionPMX[88] = 205
 - solucionPMX[89] = 46
 - solucionPMX[90] = 241
 - solucionPMX[91] = 60
 - solucionPMX[92] = 93
 - solucionPMX[93] = 156
 - solucionPMX[94] = 6
 - solucionPMX[95] = 244
 - solucionPMX[96] = 218
 - solucionPMX[97] = 141
 - solucionPMX[98] = 175
 - solucionPMX[99] = 4
 - solucionPMX[100] = 185
 - solucionPMX[101] = 138
 - solucionPMX[102] = 135
 - solucionPMX[103] = 68
 - solucionPMX[104] = 67
 - solucionPMX[105] = 26
 - solucionPMX[106] = 199
 - solucionPMX[107] = 165
 - solucionPMX[108] = 91
 - solucionPMX[109] = 181
 - solucionPMX[110] = 168
 - solucionPMX[111] = 110
 - solucionPMX[112] = 117
 - solucionPMX[113] = 227
 - solucionPMX[114] = 183
 - solucionPMX[115] = 178
 - solucionPMX[116] = 255
 - solucionPMX[117] = 222
 - solucionPMX[118] = 196
 - solucionPMX[119] = 153
 - solucionPMX[120] = 33
 - solucionPMX[121] = 83
 - solucionPMX[122] = 64
 - solucionPMX[123] = 14
 - solucionPMX[124] = 206
 - solucionPMX[125] = 193
 - solucionPMX[126] = 194
 - solucionPMX[127] = 56
 - solucionPMX[128] = 139
 - solucionPMX[129] = 148
 - solucionPMX[130] = 97
 - solucionPMX[131] = 145
 - solucionPMX[132] = 252
 - solucionPMX[133] = 63
 - solucionPMX[134] = 177
 - solucionPMX[135] = 92
 - solucionPMX[136] = 169
 - solucionPMX[137] = 77
 - solucionPMX[138] = 78
 - solucionPMX[139] = 99
 - solucionPMX[140] = 162
 - solucionPMX[141] = 154
 - solucionPMX[142] = 55
 - solucionPMX[143] = 90
